Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,Team,Season,Pos,Conference
4,Brook Lopez,31,68,67,26.7,4.3,9.9,0.435,1.5,4.8,0.314,2.8,5.1,0.549,0.511,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1,2.4,12,MIL,2020,C,East
13,Robin Lopez,31,66,5,14.5,2.2,4.5,0.492,0.5,1.6,0.333,1.7,2.9,0.577,0.55,0.4,0.8,0.528,0.8,1.6,2.4,0.7,0.2,0.7,1,1.5,5.4,MIL,2020,C,East
6,Andre Drummond,26,8,8,28.1,7.3,13.1,0.552,0.5,1.8,0.286,6.8,11.4,0.593,0.571,2.5,4.9,0.513,3,8.1,11.1,1.8,1.5,1.4,3.6,3.1,17.5,CLE,2020,C,East
15,Ante Žižić,23,22,0,10,1.9,3.3,0.569,0,0,NA,1.9,3.3,0.569,0.569,0.6,0.9,0.737,0.8,2.2,3,0.3,0.3,0.2,0.5,1.2,4.4,CLE,2020,C,East
7,Dewayne Dedmon,30,10,8,23.3,3.3,8.4,0.393,0.8,3.6,0.222,2.5,4.8,0.521,0.44,0.7,0.8,0.875,1.4,6.8,8.2,0.7,1,1.5,1,4,8.1,ATL,2020,C,East
12,Damian Jones,24,55,27,16.1,2.2,3.2,0.68,0,0.2,0.222,2.2,3.1,0.704,0.685,1.1,1.5,0.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,ATL,2020,C,East
15,Bruno Fernando,21,56,13,12.7,1.8,3.6,0.518,0.1,0.7,0.135,1.8,2.9,0.605,0.53,0.5,0.9,0.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3,ATL,2020,C,East
10,Cristiano Felício,27,22,0,17.5,1.5,2.5,0.63,0,0.1,0,1.5,2.4,0.654,0.63,0.8,1,0.783,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9,CHI,2020,C,East
12,Luke Kornet,24,36,14,15.5,2.3,5.2,0.439,0.9,3,0.287,1.4,2.2,0.646,0.521,0.6,0.8,0.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6,CHI,2020,C,East
13,Daniel Gafford,21,43,7,14.2,2.2,3.1,0.701,0,0,NA,2.2,3.1,0.701,0.701,0.7,1.4,0.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,CHI,2020,C,East
7,Jarrett Allen,21,70,64,26.5,4.3,6.6,0.649,0,0.1,0,4.3,6.6,0.658,0.649,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1,BRK,2020,C,East
9,DeAndre Jordan,31,56,6,22,3.4,5.1,0.666,0,0,NA,3.4,5.1,0.666,0.666,1.5,2.2,0.68,2.5,7.5,10,1.9,0.3,0.9,1.3,2,8.3,BRK,2020,C,East
13,Donta Hall,22,5,0,17,2.8,3.6,0.778,0,0,NA,2.8,3.6,0.778,0.778,1,2.4,0.417,1.6,3,4.6,0.4,0.4,1,0.6,2.8,6.6,BRK,2020,C,East
18,Nicolas Claxton,20,15,0,12.5,1.8,3.2,0.563,0.1,0.5,0.143,1.7,2.7,0.634,0.573,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,BRK,2020,C,East
5,Cody Zeller,27,58,39,23.1,4.3,8.3,0.524,0.3,1.3,0.24,4,7,0.577,0.543,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,CHO,2020,C,East
9,Bismack Biyombo,27,53,29,19.4,2.8,5.2,0.543,0,0,NA,2.8,5.2,0.543,0.543,1.7,2.8,0.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,CHO,2020,C,East
15,Willy Hernangómez,25,31,0,12.1,2.4,4.5,0.532,0.2,0.7,0.227,2.2,3.8,0.59,0.55,1.2,1.9,0.627,1.4,2.9,4.3,0.9,0.3,0.2,1,1,6.1,CHO,2020,C,East
