Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G,Team,Season,Pos,Conference
11,Daniel Theis,25,63,3,14.9,2,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3,BOS,2018,C,East
6,Marcin Gortat,33,82,82,25.3,3.5,6.8,0.518,0,0,NA,3.5,6.8,0.518,0.518,1.3,2,0.675,2.2,5.4,7.6,1.8,0.5,0.7,1.2,2.1,8.4,WAS,2018,C,East
10,Ian Mahinmi,31,77,0,14.9,1.8,3.2,0.556,0,0,0,1.8,3.2,0.561,0.556,1.2,1.7,0.703,1.8,2.3,4.1,0.7,0.5,0.5,1.3,3,4.8,WAS,2018,C,East
14,Jason Smith,31,33,2,8.6,1.4,3.5,0.391,0.1,1,0.125,1.2,2.5,0.494,0.409,0.6,0.6,0.905,0.5,1.1,1.6,0.4,0.1,0.4,0.5,1.3,3.4,WAS,2018,C,East
5,Myles Turner,21,65,62,28.2,4.7,9.8,0.479,0.9,2.4,0.357,3.8,7.4,0.519,0.523,2.5,3.2,0.777,1.4,5,6.4,1.3,0.6,1.8,1.5,2.9,12.7,IND,2018,C,East
7,Domantas Sabonis,21,74,19,24.5,4.6,8.9,0.514,0.2,0.5,0.351,4.4,8.4,0.524,0.524,2.3,3,0.75,2.2,5.5,7.7,2,0.5,0.4,1.9,3,11.6,IND,2018,C,East
11,Al Jefferson,33,36,1,13.4,3.1,5.8,0.534,0,0.1,0,3.1,5.7,0.541,0.534,0.8,1,0.833,0.8,3.1,4,0.8,0.4,0.6,0.6,1.8,7,IND,2018,C,East
17,Ike Anigbogu,19,11,0,2.7,0.4,0.8,0.444,0,0,NA,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0,0.1,0.3,0.2,0.1,1.2,IND,2018,C,East
4,Jonas Valančiūnas,25,77,77,22.4,5.1,8.9,0.568,0.4,1,0.405,4.7,8,0.587,0.59,2.2,2.7,0.806,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5,12.7,TOR,2018,C,East
10,Jakob Poeltl,22,82,0,18.6,3.1,4.7,0.659,0,0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2,2.8,4.8,0.7,0.5,1.2,1,2.6,6.9,TOR,2018,C,East
13,Lucas Nogueira,25,49,3,8.5,1,1.6,0.613,0.1,0.4,0.263,0.9,1.2,0.721,0.644,0.4,0.6,0.679,0.4,1.4,1.8,0.4,0.5,0.9,0.3,1,2.5,TOR,2018,C,East
1,Andre Drummond,24,78,78,33.7,6,11.3,0.529,0,0.1,0,6,11.2,0.536,0.529,3.1,5.1,0.605,5.1,10.9,16,3,1.5,1.6,2.6,3.2,15,DET,2018,C,East
17,Boban Marjanović,29,19,1,9,2.2,4.2,0.519,0,0,NA,2.2,4.2,0.519,0.519,1.9,2.4,0.8,0.8,2.2,3,0.7,0.2,0.3,1.2,1.5,6.2,DET,2018,C,East
21,Willie Reed,27,3,0,3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0,0,NA,0,0.3,0.3,0.3,0,0,0,1,0.7,DET,2018,C,East
6,John Henson,27,76,69,25.9,3.8,6.6,0.572,0,0.1,0.143,3.8,6.5,0.578,0.573,1.2,2.1,0.57,2,4.8,6.8,1.5,0.6,1.4,1.1,2.7,8.8,MIL,2018,C,East
9,Tyler Zeller,28,24,1,16.9,2.6,4.4,0.59,0,0.1,0,2.6,4.3,0.602,0.59,0.7,0.8,0.895,2,2.7,4.6,0.8,0.3,0.6,0.5,2,5.9,MIL,2018,C,East
10,Thon Maker,20,74,12,16.7,1.8,4.3,0.411,0.4,1.4,0.298,1.3,2.9,0.467,0.46,0.9,1.3,0.699,1,2,3,0.6,0.5,0.7,0.6,2.2,4.8,MIL,2018,C,East
13,Greg Monroe,27,5,0,15.8,3.2,6.6,0.485,0,0,NA,3.2,6.6,0.485,0.485,0.4,0.8,0.5,1.2,3.8,5,1,0,0,1.2,1.4,6.8,MIL,2018,C,East
21,Marshall Plumlee,25,8,0,6.5,0.1,0.4,0.333,0,0,NA,0.1,0.4,0.333,0.333,1.5,2,0.75,0.5,1.6,2.1,0.3,0,0.1,0.4,1.3,1.8,MIL,2018,C,East
3,Kevin Love,29,59,59,28,5.7,12.4,0.458,2.3,5.6,0.415,3.3,6.8,0.494,0.552,4,4.5,0.88,1.7,7.5,9.3,1.7,0.7,0.4,1.5,2,17.6,CLE,2018,C,East
12,Larry Nance,25,24,10,20.8,3.7,6.7,0.55,0,0.3,0.125,3.6,6.3,0.572,0.553,1.5,2.1,0.72,2.2,4.8,7,1,1.2,0.8,0.4,2.5,8.9,CLE,2018,C,East
13,Tristan Thompson,26,53,22,20.2,2.5,4.4,0.562,0,0,NA,2.5,4.4,0.562,0.562,0.8,1.5,0.544,2.4,4.3,6.6,0.6,0.3,0.3,0.7,1.9,5.8,CLE,2018,C,East
17,Kendrick Perkins,33,1,0,15,1,2,0.5,0,0,NA,1,2,0.5,0.5,1,2,0.5,0,1,1,2,1,0,1,1,3,CLE,2018,C,East
18,Channing Frye,34,44,1,12.4,1.9,3.8,0.497,0.7,2,0.333,1.2,1.8,0.684,0.586,0.3,0.3,0.933,0.2,2.3,2.5,0.6,0.4,0.3,0.4,1.2,4.8,CLE,2018,C,East
21,Ante Žižić,21,32,2,6.7,1.5,2.1,0.731,0,0,NA,1.5,2.1,0.731,0.731,0.7,0.9,0.724,0.8,1.1,1.9,0.2,0.1,0.4,0.3,0.9,3.7,CLE,2018,C,East
6,Dewayne Dedmon,28,62,46,24.9,4,7.7,0.524,0.8,2.3,0.355,3.2,5.4,0.595,0.577,1.1,1.4,0.779,1.6,6.3,7.9,1.5,0.6,0.8,1.4,2.6,10,ATL,2018,C,East
9,Mike Muscala,26,53,7,20,2.7,5.9,0.458,1.2,3.2,0.371,1.5,2.7,0.559,0.558,1.1,1.2,0.919,1.1,3.3,4.3,1,0.6,0.5,0.8,1.5,7.6,ATL,2018,C,East
14,Miles Plumlee,29,55,35,16.7,1.9,3.3,0.583,0,0,NA,1.9,3.3,0.583,0.583,0.5,1.1,0.45,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3,ATL,2018,C,East
6,Robin Lopez,29,64,64,26.4,5.3,10.1,0.53,0.1,0.2,0.286,5.3,9.9,0.536,0.533,1.1,1.4,0.756,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7,11.8,CHI,2018,C,East
14,Cristiano Felício,25,55,16,17.8,2.3,3.9,0.591,0,0,0,2.3,3.9,0.596,0.591,1,1.5,0.667,1.5,2.7,4.2,1,0.3,0.2,1,1.9,5.6,CHI,2018,C,East
17,Ömer Aşık,31,4,0,15.3,0.5,1.5,0.333,0,0,NA,0.5,1.5,0.333,0.333,0,0.3,0,0.5,2,2.5,0.3,0.3,0.5,1,1.5,1,CHI,2018,C,East
11,Jarrett Allen,19,72,31,20,3.3,5.5,0.589,0.1,0.2,0.333,3.2,5.3,0.599,0.596,1.6,2,0.776,2,3.4,5.4,0.7,0.4,1.2,1.1,2,8.2,BRK,2018,C,East
13,Tyler Zeller,28,42,33,16.7,3,5.5,0.546,0.2,0.6,0.385,2.7,4.8,0.567,0.568,1,1.4,0.667,1.5,3.1,4.6,0.7,0.2,0.5,0.8,1.9,7.1,BRK,2018,C,East
15,Jahlil Okafor,22,26,0,12.6,2.8,5,0.566,0,0.2,0.25,2.8,4.8,0.576,0.57,0.7,1,0.76,0.7,2.3,2.9,0.4,0.1,0.6,0.7,1.7,6.4,BRK,2018,C,East
18,Timofey Mozgov,31,31,13,11.6,1.7,3,0.559,0.1,0.6,0.222,1.5,2.4,0.64,0.581,0.7,1,0.767,1,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2,BRK,2018,C,East
3,Dwight Howard,32,81,81,30.4,6.2,11.2,0.555,0,0.1,0.143,6.2,11.2,0.559,0.556,4.1,7.2,0.574,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1,16.6,CHO,2018,C,East
8,Cody Zeller,25,33,0,19,2.6,4.7,0.545,0.1,0.1,0.667,2.5,4.6,0.542,0.551,1.8,2.6,0.718,2,3.3,5.4,0.9,0.4,0.6,1,2.5,7.1,CHO,2018,C,East
13,Willy Hernangómez,23,22,1,11.9,1.9,3.8,0.506,0.2,0.3,0.571,1.7,3.5,0.5,0.53,2.1,2.8,0.758,1.8,3.5,5.3,0.5,0.5,0.4,0.4,1.5,6.1,CHO,2018,C,East
17,Mangok Mathiang,25,4,0,5,1,1.8,0.571,0,0,NA,1,1.8,0.571,0.571,0,0.3,0,0.8,1.8,2.5,0,0.3,0,0,1.3,2,CHO,2018,C,East
8,Bam Adebayo,21,82,28,23.3,3.4,5.9,0.576,0,0.2,0.2,3.4,5.7,0.588,0.579,2,2.8,0.735,2,5.3,7.3,2.2,0.9,0.8,1.5,2.5,8.9,MIA,2019,C,East
9,Hassan Whiteside,29,72,53,23.3,5.4,9.4,0.571,0,0.2,0.125,5.4,9.2,0.581,0.572,1.5,3.4,0.449,3.6,7.8,11.3,0.8,0.6,1.9,1.3,2.7,12.3,MIA,2019,C,East
15,Udonis Haslem,38,10,1,7.4,1.1,3.3,0.333,0,1.2,0,1.1,2.1,0.524,0.333,0.3,0.4,0.75,0.3,2.4,2.7,0.2,0,0,0.3,0.9,2.5,MIA,2019,C,East
7,DeAndre Jordan,30,19,19,25.9,4.1,6.5,0.634,0,0,NA,4.1,6.5,0.634,0.634,2.7,3.5,0.773,3.4,8,11.4,3,0.5,1.1,2.2,2.2,10.9,NYK,2019,C,East
8,Enes Kanter,26,44,23,25.6,5.7,10.6,0.536,0.2,0.5,0.318,5.5,10.1,0.547,0.544,2.4,2.9,0.814,3.9,6.6,10.5,1.9,0.4,0.4,1.8,2.4,14,NYK,2019,C,East
15,Mitchell Robinson,20,66,19,20.6,3.1,4.4,0.694,0,0,NA,3.1,4.4,0.694,0.694,1.2,2,0.6,2.7,3.7,6.4,0.6,0.8,2.4,0.5,3.3,7.3,NYK,2019,C,East
4,Joel Embiid,24,64,64,33.7,9.1,18.7,0.484,1.2,4.1,0.3,7.8,14.6,0.535,0.517,8.2,10.1,0.804,2.5,11.1,13.6,3.7,0.7,1.9,3.5,3.3,27.5,PHI,2019,C,East
16,Greg Monroe,28,3,0,17.3,5,7.7,0.652,0.3,0.3,1,4.7,7.3,0.636,0.674,3.3,3.7,0.909,1.3,3,4.3,2.3,0.3,0,0.3,1.7,13.7,PHI,2019,C,East
21,Boban Marjanović,30,22,3,13.9,3.4,5.5,0.625,0.2,0.4,0.5,3.2,5.1,0.634,0.642,1.2,1.6,0.722,1.5,3.7,5.1,1.5,0.2,0.5,1,1.5,8.2,PHI,2019,C,East
23,Amir Johnson,31,51,6,10.4,1.5,3.1,0.503,0.2,0.8,0.3,1.3,2.3,0.573,0.541,0.6,0.8,0.756,0.9,2,2.9,1.2,0.3,0.3,0.9,1.9,3.9,PHI,2019,C,East
25,Justin Patton,21,3,0,7,0.7,2.3,0.286,0,0.7,0,0.7,1.7,0.4,0.286,0.3,0.7,0.5,0.7,1.3,2,1,0.7,0,0,1.7,1.7,PHI,2019,C,East
3,Nikola Vučević,28,80,80,31.4,8.8,16.9,0.518,1.1,2.9,0.364,7.7,14,0.549,0.549,2.2,2.8,0.789,2.8,9.2,12,3.8,1,1.1,2,2,20.8,ORL,2019,C,East
10,Mohamed Bamba,20,47,1,16.3,2.5,5.2,0.481,0.4,1.5,0.3,2,3.7,0.555,0.525,0.8,1.3,0.587,1.4,3.6,5,0.8,0.3,1.4,0.9,2.2,6.2,ORL,2019,C,East
13,Khem Birch,26,50,1,12.9,1.8,3,0.603,0,0,0,1.8,3,0.607,0.603,1.2,1.7,0.699,1.6,2.2,3.8,0.8,0.4,0.6,0.4,1.4,4.8,ORL,2019,C,East
3,Al Horford,32,68,68,29,5.7,10.6,0.535,1.1,3,0.36,4.6,7.6,0.604,0.586,1.1,1.4,0.821,1.8,5,6.7,4.2,0.9,1.3,1.5,1.9,13.6,BOS,2019,C,East
10,Aron Baynes,32,51,18,16.1,2.1,4.4,0.471,0.4,1.2,0.344,1.6,3.2,0.519,0.518,1,1.2,0.855,1.7,3,4.7,1.1,0.2,0.7,0.8,2.5,5.6,BOS,2019,C,East
11,Daniel Theis,26,66,2,13.8,2.2,4,0.549,0.4,1,0.388,1.8,3,0.603,0.598,0.8,1.2,0.737,1.3,2.1,3.4,1,0.3,0.6,0.5,2.4,5.7,BOS,2019,C,East
14,Robert Williams,21,32,2,8.8,1.1,1.6,0.706,0,0,NA,1.1,1.6,0.706,0.706,0.3,0.5,0.6,0.8,1.7,2.5,0.2,0.3,1.3,0.3,1.1,2.5,BOS,2019,C,East
17,Greg Monroe,28,2,0,2.5,1.5,2.5,0.6,0,0,NA,1.5,2.5,0.6,0.6,0,0,NA,1.5,0,1.5,0.5,0,0,0,0,3,BOS,2019,C,East
11,Dwight Howard,33,9,9,25.6,4.8,7.7,0.623,0,0,NA,4.8,7.7,0.623,0.623,3.2,5.3,0.604,2.7,6.6,9.2,0.4,0.8,0.4,1.8,3.8,12.8,WAS,2019,C,East
13,Thomas Bryant,21,72,53,20.8,4.3,7,0.616,0.5,1.4,0.333,3.8,5.6,0.685,0.648,1.5,1.9,0.781,1.6,4.7,6.3,1.3,0.3,0.9,0.8,1.8,10.5,WAS,2019,C,East
16,Ian Mahinmi,32,34,6,14.6,1.4,3.1,0.452,0.1,0.5,0.188,1.3,2.6,0.5,0.466,1.2,1.8,0.689,1.4,2.4,3.8,0.7,0.7,0.5,0.6,2.5,4.1,WAS,2019,C,East
22,Jason Smith,32,12,1,10.8,1.3,3.1,0.405,0.3,0.8,0.4,0.9,2.3,0.407,0.459,0.8,1,0.833,0.9,2.2,3.1,1,0.1,0.4,0.6,1.8,3.7,WAS,2019,C,East
5,Myles Turner,22,74,74,28.6,5.1,10.5,0.487,1,2.6,0.388,4.1,7.9,0.521,0.536,2,2.7,0.736,1.4,5.8,7.2,1.6,0.8,2.7,1.4,2.6,13.3,IND,2019,C,East
8,Domantas Sabonis,22,74,5,24.8,5.6,9.5,0.59,0.1,0.2,0.529,5.5,9.2,0.592,0.596,2.8,3.9,0.715,2.5,6.8,9.3,2.9,0.6,0.4,2.2,3.2,14.1,IND,2019,C,East
14,Kyle O'Quinn,28,45,3,8.2,1.5,3,0.507,0,0.3,0.083,1.5,2.8,0.548,0.511,0.4,0.5,0.81,0.6,2,2.6,1.2,0.2,0.6,0.7,1.5,3.5,IND,2019,C,East
17,Ike Anigbogu,20,3,0,2,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0.3,0.7,1,0.3,0,0.3,0.3,0,0,IND,2019,C,East
6,Serge Ibaka,29,74,51,27.2,6.3,11.9,0.529,0.7,2.3,0.29,5.6,9.6,0.586,0.557,1.8,2.4,0.763,2.1,6,8.1,1.3,0.4,1.4,1.5,2.9,15,TOR,2019,C,East
7,Marc Gasol,34,26,19,24.9,3.3,7.2,0.465,0.9,2,0.442,2.5,5.2,0.474,0.527,1.5,2,0.769,0.9,5.7,6.6,3.9,0.9,0.9,1.4,2.7,9.1,TOR,2019,C,East
10,Jonas Valančiūnas,26,30,10,18.8,5,8.6,0.575,0.3,1,0.3,4.7,7.6,0.611,0.593,2.6,3.1,0.819,1.8,5.4,7.2,1,0.4,0.8,1.3,2.7,12.8,TOR,2019,C,East
16,Greg Monroe,28,38,2,11.1,1.9,4.2,0.46,0,0.1,0,1.9,4.1,0.471,0.46,0.9,1.6,0.574,1.6,2.5,4.1,0.4,0.3,0.2,0.8,1.6,4.8,TOR,2019,C,East
2,Andre Drummond,25,79,79,33.5,7.1,13.3,0.533,0.1,0.5,0.132,7,12.8,0.548,0.536,3.1,5.2,0.59,5.4,10.2,15.6,1.4,1.7,1.7,2.2,3.4,17.3,DET,2019,C,East
14,Zaza Pachulia,34,68,3,12.9,1.3,2.8,0.44,0,0.1,0,1.3,2.8,0.45,0.44,1.4,1.8,0.782,1.5,2.4,3.9,1.3,0.5,0.3,0.8,2.2,3.9,DET,2019,C,East
4,Brook Lopez,30,81,81,28.7,4.4,9.7,0.452,2.3,6.3,0.365,2.1,3.4,0.613,0.571,1.4,1.6,0.842,0.4,4.5,4.9,1.2,0.6,2.2,1,2.3,12.5,MIL,2019,C,East
15,John Henson,28,14,0,13.4,2.2,4.8,0.463,0.8,2.2,0.355,1.4,2.6,0.556,0.545,0.4,0.7,0.6,1.1,3.9,5.1,1,0.5,0.8,0.9,1.1,5.6,MIL,2019,C,East
17,Thon Maker,21,35,0,11.7,1.7,3.8,0.44,0.7,2.2,0.333,0.9,1.6,0.589,0.537,0.6,1.1,0.541,0.5,2.3,2.7,0.5,0.3,0.5,0.3,1.6,4.7,MIL,2019,C,East
18,Pau Gasol,38,3,0,10,0.3,2,0.167,0.3,1,0.333,0,1,0,0.25,0.3,0.7,0.5,0,3.3,3.3,0.7,0,0.3,0.7,0.3,1.3,MIL,2019,C,East
4,Tristan Thompson,27,43,40,27.9,4.7,8.8,0.529,0,0,NA,4.7,8.8,0.529,0.529,1.6,2.5,0.642,4,6.2,10.2,2,0.7,0.4,1.4,2.1,10.9,CLE,2019,C,East
8,Larry Nance,26,67,30,26.8,3.7,7.1,0.52,0.5,1.5,0.337,3.2,5.7,0.567,0.554,1.4,2,0.716,2.5,5.7,8.2,3.2,1.5,0.6,1.4,2.9,9.4,CLE,2019,C,East
16,Ante Žižić,22,59,25,18.3,3.1,5.6,0.553,0,0,NA,3.1,5.6,0.553,0.553,1.6,2.2,0.705,1.8,3.6,5.4,0.9,0.2,0.4,1,1.9,7.8,CLE,2019,C,East
25,Channing Frye,35,36,6,9.5,1.2,3.3,0.368,0.9,2.2,0.405,0.3,1.1,0.289,0.504,0.3,0.4,0.786,0.1,1.3,1.4,0.6,0.2,0.1,0.4,1.2,3.6,CLE,2019,C,East
5,Dewayne Dedmon,29,64,52,25.1,4,8.2,0.492,1.3,3.4,0.382,2.8,4.8,0.57,0.571,1.4,1.8,0.814,1.6,5.9,7.5,1.4,1.1,1.1,1.3,3.3,10.8,ATL,2019,C,East
8,Alex Len,25,77,31,20.1,4.2,8.4,0.494,1,2.6,0.363,3.2,5.8,0.554,0.551,1.8,2.8,0.648,2.1,3.5,5.5,1.1,0.4,0.9,1.3,2.6,11.1,ATL,2019,C,East
13,Deyonta Davis,22,9,0,13.1,1.7,2.4,0.682,0,0.1,0,1.7,2.3,0.714,0.682,0.7,1.1,0.6,1.1,2.9,4,0.6,0.3,0.6,0.3,1.3,4,ATL,2019,C,East
15,Isaac Humphries,21,5,1,11.2,1.2,4.2,0.286,0.6,2.2,0.273,0.6,2,0.3,0.357,0,0,NA,0.8,1.4,2.2,0,0.2,0,0,1.4,3,ATL,2019,C,East
18,Miles Plumlee,30,18,0,9.6,1.8,2.7,0.667,0,0,NA,1.8,2.7,0.667,0.667,0.9,1.7,0.533,0.9,1.3,2.2,0.9,0.3,0.2,0.6,0.8,4.4,ATL,2019,C,East
21,Tyler Zeller,29,2,0,5.5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,NA,1,2,3,0.5,0,0,0,2,0,ATL,2019,C,East
9,Wendell Carter,19,44,44,25.2,4.1,8.4,0.485,0.1,0.7,0.188,4,7.7,0.513,0.493,2,2.5,0.795,2,5,7,1.8,0.6,1.3,1.5,3.5,10.3,CHI,2019,C,East
13,Robin Lopez,30,74,36,21.7,4.1,7.2,0.568,0.1,0.4,0.226,4,6.8,0.589,0.575,1.2,1.7,0.724,1.9,2,3.9,1.2,0.1,1.1,1.3,1.7,9.5,CHI,2019,C,East
20,Cristiano Felício,26,60,0,12.4,1.6,3,0.531,0,0.1,0,1.6,2.9,0.543,0.531,0.8,1.2,0.685,1.3,2.3,3.6,0.6,0.2,0.1,0.6,1.2,4,CHI,2019,C,East
6,Jarrett Allen,20,80,80,26.2,4.2,7.1,0.59,0.1,0.6,0.133,4.1,6.5,0.629,0.595,2.5,3.5,0.709,2.4,6,8.4,1.4,0.5,1.5,1.3,2.3,10.9,BRK,2019,C,East
12,Ed Davis,29,81,1,17.9,2.3,3.7,0.616,0,0,0,2.3,3.7,0.62,0.616,1.2,2,0.617,2.7,5.9,8.6,0.8,0.4,0.4,0.8,2.8,5.8,BRK,2019,C,East
15,Kenneth Faried,29,12,0,9.8,2.1,3.5,0.595,0.1,0.4,0.2,2,3.1,0.649,0.607,0.8,1.3,0.625,1.3,2.4,3.7,0.2,0.2,0.3,0.5,0.7,5.1,BRK,2019,C,East
5,Cody Zeller,26,49,47,25.4,3.9,7,0.551,0.1,0.4,0.273,3.8,6.6,0.57,0.559,2.3,2.9,0.787,2.2,4.6,6.8,2.1,0.8,0.8,1.3,3.3,10.1,CHO,2019,C,East
11,Frank Kaminsky,25,47,0,16.1,2.9,6.3,0.463,1.1,3,0.36,1.9,3.4,0.553,0.547,1.7,2.3,0.738,0.8,2.6,3.5,1.3,0.3,0.3,0.9,1.4,8.6,CHO,2019,C,East
13,Bismack Biyombo,26,54,32,14.5,1.6,2.9,0.571,0,0,NA,1.6,2.9,0.571,0.571,1.1,1.7,0.637,1.5,3.1,4.6,0.6,0.2,0.8,0.6,1.9,4.4,CHO,2019,C,East
14,Willy Hernangómez,24,58,3,14,2.6,5.1,0.519,0.3,0.7,0.385,2.4,4.4,0.539,0.544,1.7,2.5,0.694,2,3.3,5.4,1,0.3,0.3,1,1.7,7.3,CHO,2019,C,East
10,Meyers Leonard,27,51,49,20.3,2.3,4.6,0.509,1,2.5,0.414,1.3,2.1,0.623,0.622,0.4,0.5,0.643,0.6,4.5,5.1,1.1,0.3,0.3,0.8,2.1,6.1,MIA,2020,C,East
12,Kelly Olynyk,28,67,9,19.4,2.7,5.9,0.462,1.4,3.5,0.406,1.3,2.4,0.543,0.582,1.3,1.5,0.86,0.7,3.9,4.6,1.7,0.7,0.3,1.1,2.6,8.2,MIA,2020,C,East
16,Udonis Haslem,39,4,1,11,1,2.8,0.364,0.3,0.8,0.333,0.8,2,0.375,0.409,0.8,1,0.75,0.3,3.8,4,0.3,0,0,0.3,1.5,3,MIA,2020,C,East
7,Mitchell Robinson,21,61,7,23.1,4.1,5.6,0.742,0,0,NA,4.1,5.6,0.742,0.742,1.4,2.4,0.568,3,4,7,0.6,0.9,2,0.6,3.2,9.7,NYK,2020,C,East
12,Taj Gibson,34,62,56,16.5,2.7,4.6,0.584,0.1,0.2,0.286,2.6,4.4,0.599,0.591,0.7,0.9,0.732,1.8,2.5,4.3,0.8,0.4,0.5,0.8,2,6.1,NYK,2020,C,East
4,Al Horford,33,67,61,30.2,4.8,10.6,0.45,1.5,4.2,0.35,3.3,6.4,0.516,0.52,0.9,1.2,0.763,1.5,5.3,6.8,4,0.8,0.9,1.2,2.1,11.9,PHI,2020,C,East
5,Joel Embiid,25,51,51,29.5,7.5,15.7,0.477,1.1,3.4,0.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3,0.9,1.3,3.1,3.4,23,PHI,2020,C,East
15,Kyle O'Quinn,29,29,2,10.8,1.4,2.9,0.494,0.2,0.9,0.259,1.2,2,0.603,0.535,0.4,0.7,0.55,1.2,2.8,4,1.8,0.2,0.8,0.7,1.3,3.5,PHI,2020,C,East
16,Norvel Pelle,26,24,0,9.7,1,2,0.521,0,0,0,1,2,0.532,0.521,0.3,0.6,0.5,0.8,2.2,3,0.3,0.1,1.3,0.8,2.3,2.4,PHI,2020,C,East
2,Nikola Vučević,29,62,62,32.2,8,16.7,0.477,1.6,4.7,0.339,6.4,12,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,ORL,2020,C,East
10,Khem Birch,27,48,24,19.2,1.5,3,0.51,0,0,0,1.5,3,0.514,0.51,1.4,2.1,0.653,1.9,2.7,4.6,1,0.4,0.5,0.6,1.9,4.4,ORL,2020,C,East
6,Daniel Theis,27,65,64,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,0.603,1.3,1.8,0.763,2.2,4.4,6.6,1.7,0.6,1.3,0.8,3.4,9.2,BOS,2020,C,East
8,Enes Kanter,27,58,7,16.9,3.4,6,0.572,0,0.1,0.143,3.4,5.9,0.581,0.573,1.2,1.7,0.707,2.8,4.6,7.4,1,0.4,0.7,1,1.7,8.1,BOS,2020,C,East
11,Robert Williams,22,29,1,13.4,2.2,3,0.727,0,0,NA,2.2,3,0.727,0.727,0.8,1.2,0.647,1.4,3,4.4,0.9,0.8,1.2,0.7,1.8,5.2,BOS,2020,C,East
16,Vincent Poirier,26,22,0,5.9,0.8,1.6,0.472,0,0.1,0.5,0.7,1.5,0.471,0.486,0.3,0.3,0.857,0.6,1.4,2,0.4,0.1,0.4,0.4,1.1,1.9,BOS,2020,C,East
6,Thomas Bryant,22,46,36,24.9,5.3,9.1,0.581,0.8,2,0.407,4.5,7.1,0.63,0.626,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2,WAS,2020,C,East
11,Ian Mahinmi,33,38,35,21.3,2.7,5.5,0.495,0.1,0.7,0.192,2.6,4.8,0.538,0.507,1.8,3,0.619,2.1,3.7,5.7,1.3,0.8,1.2,1.2,3,7.4,WAS,2020,C,East
13,Moritz Wagner,22,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,WAS,2020,C,East
14,Anžejs Pasečņiks,24,27,0,16.2,2.3,4.3,0.526,0,0.1,0,2.3,4.2,0.54,0.526,1.3,2.1,0.586,1.6,2.4,4,0.7,0.3,0.4,0.9,2.8,5.8,WAS,2020,C,East
4,Myles Turner,23,62,62,29.5,4.3,9.5,0.457,1.4,4,0.344,2.9,5.4,0.54,0.53,2,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,IND,2020,C,East
14,Goga Bitadze,20,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2,IND,2020,C,East
6,Serge Ibaka,30,55,27,27,6.2,12.2,0.512,1.3,3.3,0.385,5,8.9,0.559,0.564,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2,2.8,15.4,TOR,2020,C,East
7,Marc Gasol,35,44,43,26.4,2.7,6.3,0.427,1.3,3.4,0.385,1.4,3,0.473,0.529,0.8,1.1,0.735,0.7,5.5,6.3,3.3,0.8,0.9,1.3,2.8,7.5,TOR,2020,C,East
11,Chris Boucher,27,62,0,13.2,2.3,4.8,0.472,0.6,1.9,0.322,1.7,2.9,0.569,0.535,1.5,1.9,0.784,1.7,2.7,4.5,0.4,0.4,1,0.5,1.8,6.6,TOR,2020,C,East
17,Dewan Hernandez,23,6,0,4.7,0.8,2.3,0.357,0.2,0.3,0.5,0.7,2,0.333,0.393,0.5,0.8,0.6,0.8,1.5,2.3,0.5,0.2,0,0.5,1,2.3,TOR,2020,C,East
15,John Henson,29,11,6,17.1,3.1,4.6,0.667,0.2,0.5,0.4,2.9,4.2,0.696,0.686,0.5,1.2,0.462,1.3,3.1,4.4,1,0.7,0.9,1.4,2.1,6.9,DET,2020,C,East
17,Thon Maker,22,60,14,12.9,1.6,3.2,0.482,0.4,1.1,0.344,1.2,2.2,0.55,0.539,1.2,1.8,0.664,0.9,1.9,2.8,0.7,0.4,0.7,0.8,1.7,4.7,DET,2020,C,East
